"Date","address","latitude","longitude","Count"
1916,"536 Thompson St.",42.27590612,-83.74324706,1
1916,"608 Fuller St.",42.286627,-83.740539,8
1916,"802 Oakland Ave.",42.27177471,-83.73949026,1
1916,"921 E. Huron St.",42.281555,-83.737484,1
1917,"101 S. Thayer St.",42.280454,-83.739394,1
1917,"1014 Church St.",42.2695552,-83.73474817,1
1917,"1017 Catherine St.",42.283557,-83.735679,2
1917,"1104 Lincoln Ave.",42.268618,-83.729875,1
1917,"1217 S. State St.",42.2667182,-83.7402477,1
1917,"146 Phillip St.",42.269485,-83.747707,1
1917,"1513 S. University Ave.",42.27516757,-83.72967202,1
1917,"212 S. 14th St.",42.282876,-83.733851,2
1917,"301 S. 14th St.",42.281915,-83.734505,1
1917,"549 E. University Ave.",42.272074,-83.735725,1
1917,"604 E. Madison St.",42.274373,-83.741867,1
1917,"608 Fuller St.",42.286627,-83.740539,12
1917,"622 S. Ashley St.",42.273284,-83.750387,1
1917,"733 E. University Ave.",42.27287537,-83.7356382,1
1918,"1009 Catherine St.",42.283559,-83.736388,2
1918,"101 S. Thayer St.",42.280454,-83.739394,1
1918,"1102 Lincoln Ave.",42.268637,-83.729832,1
1918,"119 N. Thayer St.",42.281881,-83.740002,1
1918,"1330 Hill St.",42.2718419,-83.73183921,1
1918,"209 S. 14th St.",42.280289,-83.736385,1
1918,"212 S. 14th St.",42.282876,-83.733851,3
1918,"301 S. 14th St.",42.281915,-83.734505,1
1918,"549 E. University Ave.",42.272074,-83.735725,1
1918,"604 E. Madison St.",42.274373,-83.741867,1
1918,"608 Fuller St.",42.286627,-83.740539,4
1918,"910 E. Washington St.",42.28027627,-83.73824238,1
1919,"1009 Catherine St.",42.283559,-83.736388,5
1919,"101 S. Thayer St.",42.280454,-83.739394,1
1919,"1014 Church St.",42.2695552,-83.73474817,1
1919,"1102 Lincoln Ave.",42.268637,-83.729832,1
1919,"1330 Hill St.",42.2718419,-83.73183921,1
1919,"144 Hill St.",42.271486,-83.747773,1
1919,"608 Fuller St.",42.286627,-83.740539,4
1920,"1005 Greene St.",42.270537,-83.746548,2
1920,"1009 Catherine St.",42.283559,-83.736388,4
1920,"1014 Church St.",42.2695552,-83.73474817,1
1920,"1118 S. University Ave.",42.275016,-83.734728,1
1920,"119 N. Thayer St.",42.281881,-83.740002,1
1920,"144 Hill St.",42.271486,-83.747773,2
1920,"212 S. 14th St.",42.282876,-83.733851,2
1920,"422 Hamilton Place",42.27714785,-83.74541005,1
1920,"520 Detroit St.",42.28528,-83.74437,2
1920,"612 E. Madison St.",42.274423,-83.741281,1
1920,"621 S. Forest Ave.",42.274515,-83.732777,1
1920,"718 N. Fourth Ave.",42.28749,-83.745938,6
1921,"1003 Packard St.",42.267774,-83.73677957,1
1921,"1005 Catherine St.",42.283457,-83.7367,1
1921,"1009 Catherine St.",42.283559,-83.736388,8
1921,"119 N. Thayer St.",42.281881,-83.740002,3
1921,"1325 Washtenaw Ave.",42.276367,-83.731939,1
1921,"144 Hill St.",42.271486,-83.747773,15
1921,"1822 Orchard St. ",42.2807707,-83.76980275,1
1921,"212 S. 14th St.",42.282876,-83.733851,2
1921,"301 S. 14th St.",42.281915,-83.734505,2
1921,"311 E. Ann St.",42.28236033,-83.74558402,1
1921,"407 E. Kingsley St.",42.285011,-83.743358,1
1921,"520 Detroit St.",42.28528,-83.74437,3
1921,"622 S. Ashley St.",42.273284,-83.750387,1
1921,"718 N. Fourth Ave.",42.28749,-83.745938,9
1921,"720 N. Fourth Ave.",42.28698951,-83.74649241,1
1921,"724 Miller Ave.",42.285256,-83.756255,1
1921,"733 S. State St.",42.22908,-83.73886,2
1921,"900 Oakland Ave.",42.2708298,-83.73909348,1
1922,"1003 Packard St.",42.267774,-83.73677957,1
1922,"1009 Catherine St.",42.283559,-83.736388,11
1922,"1102 Lincoln Ave.",42.268637,-83.729832,1
1922,"1113 Michigan Ave.",42.267197,-83.735036,1
1922,"114 Hill St.",42.271691,-83.748131,1
1922,"117 E. Ann St.",42.282585,-83.747668,1
1922,"119 N. Thayer St.",42.281881,-83.740002,2
1922,"132 Hill St.",42.271363,-83.748256,1
1922,"144 Hill St.",42.271486,-83.747773,15
1922,"1922 Orchard St.",42.28069,-83.76784,1
1922,"210 Glen Ave.",42.28265,-83.735386,7
1922,"212 S. 14th St.",42.282876,-83.733851,4
1922,"301 S. 14th St.",42.281915,-83.734505,1
1922,"403 N. State St.",42.2840161,-83.7412138,1
1922,"426 Maynard St.",42.27735575,-83.74206533,1
1922,"612 E. Madison St.",42.274423,-83.741281,1
1922,"616 Fuller St.",42.2860131,-83.7337214,1
1922,"622 S. Ashley St.",42.273284,-83.750387,1
1922,"720 N. Fourth Ave.",42.28698951,-83.74649241,1
1922,"733 S. State St.",42.22908,-83.73886,1
1922,"830 Fuller St.",42.28620587,-83.73952672,2
1922,"Helen Newberry",42.2769675,-83.74154755,1
1923,"1009 Catherine St.",42.283559,-83.736388,12
1923,"1102 Lincoln Ave.",42.268637,-83.729832,1
1923,"117 E. Ann St.",42.282585,-83.747668,1
1923,"119 N. Thayer St.",42.281881,-83.740002,1
1923,"144 Hill St.",42.271486,-83.747773,14
1923,"1550 Washtenaw Ave.",42.2728995,-83.72955544,1
1923,"1922 Orchard St.",42.28069,-83.76784,1
1923,"206 Hoover Ave.",42.269519,-83.751355,1
1923,"210 Glen Ave.",42.28265,-83.735386,9
1923,"211 S. 14th St.",42.280167,83.736327,1
1923,"212 S. 14th St.",42.282876,-83.733851,2
1923,"301 S. 14th St.",42.281915,-83.734505,3
1923,"520 Detroit St.",42.28528,-83.74437,4
1923,"548 Elizabeth St.",42.285598,-83.741718,1
1923,"612 E. Madison St.",42.274423,-83.741281,1
1923,"622 S. Ashley St.",42.273284,-83.750387,1
1923,"728 Miller Ave.",42.28535405,-83.7562872,1
1923,"733 S. State St.",42.22908,-83.73886,1
1923,"908 Greene St.",42.270028,-83.747851,1
1923,"Betsy Barbour",42.2772997,-83.74155145,1
1924,"1005 Greene St.",42.270537,-83.746548,1
1924,"1009 Catherine St.",42.283559,-83.736388,12
1924,"1102 E. Ann St.",42.282273,-83.734856,1
1924,"1102 Lincoln Ave.",42.268637,-83.729832,7
1924,"1103 E. Huron St.",42.281408,-83.735232,1
1924,"114 Hill St.",42.271691,-83.748131,1
1924,"117 E. Ann St.",42.282585,-83.747668,1
1924,"122 E. Washington St.",42.280282,-83.747555,1
1924,"1220 E. Washington St.",42.28058,-83.73689,1
1924,"132 Hill St.",42.271363,-83.748256,1
1924,"139 Hill St.",42.271964,-83.748124,2
1924,"144 Hill St.",42.271486,-83.747773,12
1924,"149 Hill St.",42.271897,-83.747563,1
1924,"1550 Washtenaw Ave.",42.2728995,-83.72955544,1
1924,"210 Glen Ave.",42.28265,-83.735386,10
1924,"211 N. Fourth Ave.",42.2824781,-83.74729339,1
1924,"212 S. 14th St.",42.282876,-83.733851,1
1924,"301 S. 14th St.",42.281915,-83.734505,1
1924,"520 Detroit St.",42.28528,-83.74437,2
1924,"612 E. Madison St.",42.274423,-83.741281,1
1924,"709 N. Fifth Ave.",42.287201,-83.745656,1
1924,"721 N. Fifth Ave.",42.28697436,-83.74539006,1
1924,"841 E. University Ave.",42.270708,-83.735354,1
1924,"Helen Newberry",42.2769675,-83.74154755,1
1925,"1003 E. Huron St.",42.2813093,-83.736415,1
1925,"1005 Greene St.",42.270537,-83.746548,1
1925,"1009 Catherine St.",42.283559,-83.736388,5
1925,"1017 Catherine St.",42.283557,-83.735679,1
1925,"1102 Lincoln Ave.",42.268637,-83.729832,1
1925,"1103 E. Huron St.",42.281408,-83.735232,16
1925,"114 Hill St.",42.271691,-83.748131,2
1925,"122 E. Washington St.",42.280282,-83.747555,1
1925,"132 Hill St.",42.271363,-83.748256,2
1925,"139 Hill St.",42.271964,-83.748124,1
1925,"144 Hill St.",42.271486,-83.747773,5
1925,"1550 Washtenaw Ave.",42.2728995,-83.72955544,2
1925,"210 Glen Ave.",42.28265,-83.735386,4
1925,"212 S. 14th St.",42.282876,-83.733851,1
1925,"301 S. 14th St.",42.281915,-83.734505,1
1925,"548 Elizabeth St.",42.285598,-83.741718,1
1925,"612 E. Madison St.",42.274423,-83.741281,2
1925,"622 S. Ashley St.",42.273284,-83.750387,1
1925,"816 Fuller St.",42.28651,-83.740281,1
1925,"832 Greene St.",42.27122343,-83.7476481,1
1925,"834 Greene St.",42.271291,-83.747538,6
1925,"Helen Newberry",42.2769675,-83.74154755,1
1926,"1009 Catherine St.",42.283559,-83.736388,22
1926,"1021 Greene St.",42.27077483,-83.74742093,1
1926,"1103 E. Huron St.",42.281408,-83.735232,19
1926,"122 E. Washington St.",42.280282,-83.747555,1
1926,"132 Hill St.",42.271363,-83.748256,1
1926,"144 Hill St.",42.271486,-83.747773,6
1926,"210 Glen Ave.",42.28265,-83.735386,5
1926,"211 N. Fourth Ave.",42.2824781,-83.74729339,1
1926,"211 S. Ingalls St.",42.265536,-83.7312,1
1926,"212 N. Fifth Ave.",42.282684,-83.745693,1
1926,"520 Detroit St.",42.28528,-83.74437,1
1926,"612 E. Madison St.",42.274423,-83.741281,2
1926,"622 S. Ashley St.",42.273284,-83.750387,1
1926,"645 N. Fourth Ave.",42.286841,-83.747152,1
1926,"645 N. Fourth St.",42.28679,-83.747104,1
1926,"652 N. Fourth Ave.",42.28621638,-83.74686505,1
1926,"711 Haven Ave.",42.276357,-83.739342,1
1926,"809 Greene St.",42.268351,-83.747469,1
1926,"Lawyers Club",42.274996,-83.739363,1
1927,"1005 Packard St.",42.26765535,-83.73665939,1
1927,"1009 Catherine St.",42.283559,-83.736388,21
1927,"1015 Catherine St.",42.283531,-83.736131,2
1927,"1103 E. Huron St.",42.281408,-83.735232,13
1927,"1256 Ferdon Rd.",42.26570561,-83.72557015,1
1927,"1319 Wells St.",42.267213,-83.732133,1
1927,"132 Hill St.",42.271363,-83.748256,1
1927,"144 Hill St.",42.271486,-83.747773,4
1927,"1922 Lorraine Place",42.268927,-83.722326,1
1927,"200 N. State St.",42.28229,-83.740654,1
1927,"210 Glen Ave.",42.28265,-83.735386,3
1927,"2107 Washtenaw Ave.",42.26734,-83.721549,1
1927,"211 S. Ingalls St.",42.265536,-83.7312,1
1927,"212 N. Fifth Ave.",42.282684,-83.745693,2
1927,"217 Glen Ave.",42.283003,-83.735897,1
1927,"305 Beakes St.",42.286292,-83.745502,1
1927,"326 Beakes St.",42.286354,-83.744482,1
1927,"604 E. Madison St.",42.274373,-83.741867,1
1927,"612 E. Madison St.",42.274423,-83.741281,2
1927,"622 S. Ashley St.",42.273284,-83.750387,1
1927,"635 N. Fourth Ave.",42.286017,-83.746999,2
1927,"645 N. Fourth St.",42.28679,-83.747104,1
1927,"652 N. Fourth Ave.",42.28621638,-83.74686505,1
1927,"809 Greene St.",42.268351,-83.747469,4
1927,"818 Greene St.",42.271273,-83.747918,1
1928,"1005 Packard St.",42.26765535,-83.73665939,1
1928,"1009 Catherine St.",42.283559,-83.736388,15
1928,"1015 Catherine St.",42.283531,-83.736131,2
1928,"1103 E. Huron St.",42.281408,-83.735232,13
1928,"1306 Washtenaw Terrace",42.27568392,-83.73189402,1
1928,"132 Hill St.",42.271363,-83.748256,2
1928,"144 Hill St.",42.271486,-83.747773,4
1928,"1922 Lorraine Place",42.268927,-83.722326,2
1928,"210 Glen Ave.",42.28265,-83.735386,2
1928,"212 N. Fifth Ave.",42.282684,-83.745693,1
1928,"217 Glen Ave.",42.283003,-83.735897,2
1928,"305 Beakes St.",42.286292,-83.745502,3
1928,"317 N. Thayer St.",42.283648,-83.74005,1
1928,"326 Beakes St.",42.286354,-83.744482,1
1928,"502 E. Madison St.",42.273922,-83.742818,1
1928,"520 Detroit St.",42.28528,-83.74437,1
1928,"612 E. Madison St.",42.274423,-83.741281,2
1928,"616 N. Fifth Ave.",42.286514,-83.745257,1
1928,"622 S. Ashley St.",42.273284,-83.750387,1
1928,"635 N. Fourth Ave.",42.286017,-83.746999,1
1928,"645 N. Fourth St.",42.28679,-83.747104,1
1928,"646 N. Fourth St.",42.286963,-83.746417,1
1928,"710 E. Ann St.",42.28194445,-83.74042965,1
1928,"713 E. Kingsley St.",42.285126,-83.740387,1
1928,"809 Greene St.",42.268351,-83.747469,1
1928,"818 Greene St.",42.271273,-83.747918,1
1928,"908 Greene St.",42.270028,-83.747851,2
1929,"1009 Catherine St.",42.283559,-83.736388,4
1929,"1015 Catherine St.",42.283531,-83.736131,2
1929,"1103 E. Huron St.",42.281408,-83.735232,17
1929,"117 E. Ann St.",42.282585,-83.747668,1
1929,"131 Adams Ave.",42.272042,-83.747643,2
1929,"132 Hill St.",42.271363,-83.748256,1
1929,"144 Hill St.",42.271486,-83.747773,5
1929,"1523 Washtenaw Ave.",42.273614,-83.729545,1
1929,"1912 Geddes Ave.",42.2752591,-83.72410227,2
1929,"1922 Lorraine Place",42.268927,-83.722326,1
1929,"210 Glen Ave.",42.28265,-83.735386,1
1929,"2107 Washtenaw Ave.",42.26734,-83.721549,2
1929,"212 N. Fifth Ave.",42.282684,-83.745693,1
1929,"217 Glen Ave.",42.283003,-83.735897,3
1929,"2331 Stone Road",42.29463382,-83.70035065,1
1929,"326 Beakes St.",42.286354,-83.744482,2
1929,"520 E. Jefferson St.",42.27610688,-83.74280914,1
1929,"612 E. Madison St.",42.274423,-83.741281,2
1929,"635 N. Fourth Ave.",42.286017,-83.746999,2
1929,"645 N. Fourth St.",42.28679,-83.747104,1
1929,"646 N. Fourth St.",42.286963,-83.746417,1
1929,"806 Fuller St.",42.286571,-83.740461,1
1929,"809 Greene St.",42.268351,-83.747469,2
1929,"908 Greene St.",42.270028,-83.747851,2
1930,"1009 Catherine St.",42.283559,-83.736388,4
1930,"1015 Catherine St.",42.283531,-83.736131,1
1930,"1103 E. Huron St.",42.281408,-83.735232,14
1930,"117 E. Ann St.",42.282585,-83.747668,1
1930,"1210 Broadway St.",42.290752,-83.735568,2
1930,"131 Adams Ave.",42.272042,-83.747643,4
1930,"132 Hill St.",42.271363,-83.748256,1
1930,"144 Hill St.",42.271486,-83.747773,6
1930,"1702 Hill St.",42.27271039,-83.72690346,1
1930,"1922 Lorraine Place",42.268927,-83.722326,1
1930,"210 Glen Ave.",42.28265,-83.735386,3
1930,"2107 Washtenaw Ave.",42.26734,-83.721549,4
1930,"212 N. Fifth Ave.",42.282684,-83.745693,1
1930,"502 E. Madison St.",42.273922,-83.742818,1
1930,"612 E. Madison St.",42.274423,-83.741281,1
1930,"635 N. Fourth Ave.",42.286017,-83.746999,3
1930,"646 N. Fourth St.",42.286963,-83.746417,1
1930,"727 E. Kingsley St.",42.285283,-83.739845,1
1930,"808 Greene St.",42.271549,-83.747751,1
1930,"809 Greene St.",42.268351,-83.747469,2
1930,"809 Kingsley St.",42.285249,-83.739353,1
1930,"818 Greene St.",42.271273,-83.747918,2
1930,"908 Greene St.",42.270028,-83.747851,5
1930,"915 Sybil St.",42.27018375,-83.74275594,1
1931,"1009 Catherine St.",42.283559,-83.736388,2
1931,"1015 Catherine St.",42.283531,-83.736131,1
1931,"110 E. Summit St.",42.28830404,-83.74714698,2
1931,"1102 E. Ann St.",42.282273,-83.734856,3
1931,"1103 E. Huron St.",42.281408,-83.735232,14
1931,"131 Adams Ave.",42.272042,-83.747643,1
1931,"132 Hill St.",42.271363,-83.748256,4
1931,"144 Hill St.",42.271486,-83.747773,3
1931,"149 Hill St.",42.271897,-83.747563,1
1931,"1922 Lorraine Place",42.268927,-83.722326,2
1931,"210 Glen Ave.",42.28265,-83.735386,3
1931,"2107 Washtenaw Ave.",42.257608,-83.6999189,1
1931,"2107 Washtenaw Ave.",42.26734,-83.721549,1
1931,"212 N. Fifth Ave.",42.282684,-83.745693,1
1931,"217 Glen Ave.",42.283003,-83.735897,2
1931,"512 S. State St.",42.220964,-83.734922,1
1931,"617 Packard St.",42.271496,-83.74101,1
1931,"635 N. Fourth Ave.",42.286017,-83.746999,5
1931,"646 N. Fourth St.",42.286963,-83.746417,1
1931,"733 S. State St.",42.22908,-83.73886,1
1931,"809 Greene St.",42.268351,-83.747469,3
1931,"818 Greene St.",42.271273,-83.747918,1
1931,"908 Greene St.",42.270028,-83.747851,6
1932,"1009 Catherine St.",42.283559,-83.736388,2
1932,"1015 Catherine St.",42.283531,-83.736131,1
1932,"1102 E. Ann St.",42.282273,-83.734856,6
1932,"1103 E. Huron St.",42.281408,-83.735232,8
1932,"119 Park Terrace",42.270711,-83.736918,1
1932,"1309 S. State St.",42.265168,-83.740136,3
1932,"131 Adams Ave.",42.272042,-83.747643,1
1932,"1338 Washtenaw Ave.",42.27537,-83.732149,1
1932,"144 Hill St.",42.271486,-83.747773,1
1932,"204 N. Fifth Ave.",42.282569,-83.745786,1
1932,"210 Glen Ave.",42.28265,-83.735386,3
1932,"212 N. Fifth Ave.",42.282684,-83.745693,4
1932,"213 Glen Ave.",42.282755,-83.735884,1
1932,"3 Harvard Place",42.276005,-83.721594,1
